age,gender,weight_kg,bmi,calories,protein_ratio,water_liters,workout_minutes,workout_days,workout_intensity,fitness_score
52,Male,57.8,22.0,2360.0,0.28,2.7,73,2,3,100.0
51,Male,77.8,25.8,2366.0,0.1,3.8,34,6,1,81.5
58,Male,75.1,28.7,2282.0,0.18,2.8,18,3,3,86.2
64,Female,58.8,23.9,2119.0,0.38,3.0,3,2,1,58.6
35,Male,48.4,20.9,2005.0,0.19,2.2,18,0,2,69.4
28,Female,74.2,23.2,2130.0,0.23,3.7,19,0,2,76.3
40,Female,75.3,22.5,2143.0,0.16,1.6,3,0,2,56.6
39,Male,60.1,22.7,2172.0,0.14,2.9,48,0,3,85.3
34,Male,58.1,22.3,2391.0,0.16,2.5,25,1,3,84.1
22,Female,76.6,22.3,2290.0,0.27,3.0,2,6,1,90.1
61,Female,88.6,17.1,2045.0,0.38,2.4,51,4,2,80.9
28,Male,65.1,25.2,1979.0,0.2,3.3,35,0,3,80.9
47,Male,61.2,26.7,2267.0,0.2,1.6,40,5,2,81.2
32,Male,73.0,30.0,1922.0,0.27,2.5,69,1,2,84.8
44,Male,76.4,27.4,2072.0,0.21,3.6,50,3,2,77.9
52,Male,66.4,27.2,2041.0,0.37,2.1,15,2,2,67.8
50,Female,90.3,25.2,2928.0,0.21,1.6,46,2,1,59.5
37,Male,79.0,16.9,1818.0,0.25,2.7,79,1,1,81.5
33,Male,66.2,25.1,1962.0,0.26,3.9,45,5,1,100.0
51,Female,54.1,24.4,2033.0,0.33,1.7,54,5,2,88.3
19,Male,83.2,28.1,2064.0,0.27,1.7,87,2,3,90.5
52,Male,81.9,26.3,2500.0,0.17,3.0,38,5,3,93.8
57,Female,67.0,23.5,2124.0,0.14,2.1,5,0,2,60.5
45,Male,73.5,31.8,1803.0,0.38,2.5,83,6,2,81.3
64,Female,68.5,27.4,2629.0,0.34,3.6,60,2,2,73.5
56,Male,75.2,25.4,2279.0,0.11,2.0,8,0,2,52.1
23,Male,59.8,25.8,2326.0,0.35,3.3,84,0,3,91.3
26,Male,58.3,24.2,2395.0,0.28,2.8,10,2,3,84.8
37,Female,78.1,24.1,1830.0,0.26,3.8,64,6,1,92.3
18,Female,79.4,15.3,2198.0,0.1,3.9,58,1,3,95.9
25,Female,65.1,20.3,2446.0,0.33,2.7,69,3,1,89.9
40,Female,62.5,21.8,2008.0,0.16,3.0,6,1,2,64.4
20,Male,81.5,25.8,2292.0,0.32,3.4,60,4,1,100.0
21,Female,62.8,17.4,2363.0,0.1,2.3,56,4,2,81.8
42,Female,70.6,21.9,1762.0,0.34,2.1,85,0,1,68.3
64,Female,69.3,21.4,1890.0,0.11,3.9,33,0,2,72.2
55,Male,55.3,24.5,1515.0,0.17,2.6,83,1,1,82.0
32,Male,71.9,25.8,2268.0,0.18,1.5,44,6,3,97.2
38,Female,70.9,21.4,2765.0,0.15,3.6,44,1,1,69.4
52,Female,73.6,21.7,1992.0,0.24,3.0,14,0,1,63.2
63,Male,71.6,21.3,2142.0,0.19,1.9,8,5,2,82.4
31,Female,91.4,22.4,2504.0,0.4,1.6,81,3,2,81.2
53,Female,81.6,23.8,2280.0,0.27,2.2,45,3,2,79.9
29,Female,70.4,29.3,1908.0,0.27,3.8,45,4,1,76.4
34,Female,71.3,20.0,2658.0,0.17,3.8,35,5,2,89.8
56,Male,87.6,31.0,2259.0,0.22,2.3,45,3,1,66.7
26,Male,78.6,19.1,2130.0,0.14,3.6,41,2,1,89.4
52,Male,57.7,27.8,2155.0,0.33,2.6,29,0,2,68.2
30,Female,79.5,22.1,2377.0,0.2,3.1,10,1,3,79.8
32,Female,82.4,20.4,2016.0,0.33,2.3,32,0,2,79.4
35,Male,86.2,29.3,2671.0,0.21,2.8,39,2,1,59.4
50,Male,66.0,24.3,2578.0,0.4,2.2,69,3,1,77.0
23,Male,65.3,24.2,2203.0,0.15,1.7,42,0,1,73.1
44,Female,60.6,22.9,2218.0,0.1,1.8,38,2,1,69.4
40,Male,73.1,21.7,1946.0,0.28,2.2,85,5,2,100.0
44,Female,77.3,23.3,2009.0,0.39,3.9,38,3,2,92.5
51,Female,64.9,11.1,1859.0,0.29,3.9,52,6,1,74.3
63,Male,68.6,16.6,2139.0,0.13,3.6,82,4,2,100.0
55,Male,49.5,25.6,2219.0,0.26,2.1,85,5,2,94.5
31,Female,85.1,28.7,1723.0,0.37,2.6,30,4,1,71.1
53,Male,54.4,29.5,2407.0,0.1,2.6,62,4,3,86.1
25,Male,73.7,20.2,1939.0,0.15,2.5,24,5,2,93.8
52,Female,72.4,24.8,2324.0,0.34,1.6,40,2,2,70.6
36,Female,70.5,15.2,2442.0,0.37,2.8,49,2,1,69.2
47,Female,70.7,22.6,2592.0,0.31,1.7,58,1,2,74.4
31,Female,59.9,27.3,2529.0,0.4,3.5,48,1,2,82.0
37,Female,66.7,23.9,2697.0,0.13,3.2,29,4,3,88.4
42,Male,79.7,22.7,2445.0,0.26,2.4,44,0,2,73.9
57,Female,82.7,23.9,2250.0,0.31,3.1,67,3,3,88.7
41,Female,65.8,29.1,2058.0,0.31,2.1,52,1,2,57.0
31,Female,54.4,23.0,2164.0,0.34,2.2,25,3,1,70.8
43,Male,62.2,24.3,2689.0,0.38,2.3,70,5,3,100.0
55,Female,88.5,30.1,2141.0,0.21,3.5,39,0,1,58.7
40,Female,62.8,23.1,2198.0,0.11,2.0,11,4,2,78.5
39,Female,69.0,17.5,2643.0,0.21,2.9,0,6,3,81.0
36,Male,84.2,29.5,2130.0,0.3,2.0,69,3,3,83.4
63,Female,64.7,28.1,1962.0,0.16,2.2,0,5,2,72.1
20,Female,68.3,15.1,2540.0,0.34,2.1,7,4,1,69.0
59,Female,77.9,23.5,1952.0,0.17,3.1,32,6,2,79.2
36,Male,87.1,23.9,2321.0,0.1,2.8,67,3,2,87.1
26,Male,63.5,29.5,2269.0,0.25,3.3,49,0,3,78.0
45,Male,83.9,23.9,2295.0,0.32,2.0,5,1,3,80.4
37,Male,67.2,24.7,1474.0,0.2,1.5,59,2,3,74.2
62,Female,61.1,24.8,2434.0,0.32,3.2,62,4,3,99.2
24,Female,72.5,22.1,2182.0,0.23,1.8,51,1,2,82.6
31,Male,58.4,29.2,2385.0,0.15,2.1,2,3,2,67.5
26,Male,74.7,20.8,2350.0,0.13,2.3,78,5,2,100.0
36,Female,101.5,22.1,2295.0,0.31,3.4,69,5,1,100.0
64,Female,81.1,24.0,2081.0,0.22,3.1,5,1,2,65.3
31,Male,69.0,18.6,2084.0,0.37,2.0,36,2,2,87.7
55,Male,80.5,31.1,2184.0,0.26,3.0,50,4,1,74.9
53,Male,60.7,24.0,2251.0,0.2,3.3,26,4,2,90.5
57,Male,62.4,27.3,2073.0,0.2,2.5,45,1,1,58.5
34,Female,69.2,20.2,2483.0,0.14,2.1,68,0,2,78.9
47,Male,70.9,26.8,2102.0,0.28,3.2,16,3,2,73.3
26,Male,57.1,27.2,1906.0,0.27,3.0,86,1,1,91.1
50,Female,66.9,27.8,2379.0,0.34,1.7,16,0,3,68.7
42,Female,68.6,31.6,2764.0,0.16,3.2,22,4,2,52.1
31,Female,85.4,21.8,1850.0,0.19,2.7,38,3,2,90.7
28,Female,57.1,23.3,2162.0,0.13,3.4,32,4,1,86.7
52,Female,56.1,20.6,2519.0,0.19,2.0,65,2,2,76.2
58,Male,71.8,23.6,2371.0,0.23,2.1,9,5,2,73.7
31,Male,81.5,26.7,2386.0,0.39,2.9,82,6,1,84.2
47,Male,75.5,26.4,2209.0,0.3,2.7,39,0,2,79.2
58,Female,73.0,30.6,1403.0,0.33,2.5,72,2,2,68.5
21,Male,67.1,26.0,2277.0,0.2,3.4,14,2,2,82.7
21,Female,76.8,24.0,2312.0,0.14,2.9,42,2,2,80.1
45,Male,78.3,19.6,2538.0,0.18,3.3,87,0,3,89.4
25,Male,67.4,27.5,1975.0,0.18,1.9,11,3,2,73.1
19,Female,60.5,23.4,2705.0,0.27,3.3,21,6,3,100.0
58,Female,60.6,27.6,2107.0,0.2,2.7,17,4,2,68.8
63,Male,78.8,22.3,2055.0,0.36,1.6,65,3,1,90.1
39,Male,54.6,28.8,1984.0,0.4,2.1,61,5,1,77.0
58,Male,86.8,25.5,2514.0,0.2,1.6,60,3,1,73.9
33,Male,65.4,28.0,1871.0,0.31,2.6,59,3,2,86.6
46,Male,73.1,25.5,2390.0,0.3,2.3,78,4,2,89.6
47,Female,77.0,20.3,1958.0,0.16,4.0,38,4,1,83.6
29,Female,63.2,22.5,2187.0,0.38,3.7,72,0,2,100.0
52,Female,65.4,18.9,1743.0,0.16,3.6,21,5,2,88.5
28,Female,71.3,24.7,2436.0,0.32,2.8,80,1,2,79.7
63,Male,61.5,18.1,2155.0,0.2,3.5,13,4,2,84.3
38,Male,59.3,25.2,2367.0,0.21,2.2,6,4,2,66.5
38,Female,60.2,9.5,2146.0,0.24,2.9,34,5,2,70.9
22,Male,82.1,27.2,2358.0,0.36,2.5,33,1,3,82.1
37,Female,74.0,19.6,2186.0,0.14,1.9,66,4,2,85.0
54,Male,62.1,20.2,2422.0,0.12,1.7,62,3,2,84.4
20,Male,78.7,29.5,2360.0,0.22,2.9,1,5,2,83.9
61,Male,62.6,25.3,2259.0,0.12,1.7,44,4,2,75.4
50,Female,50.5,27.4,1930.0,0.31,3.3,62,0,3,67.9
26,Female,77.0,20.0,2069.0,0.33,3.8,1,4,2,93.6
26,Female,86.5,27.8,1968.0,0.36,1.9,53,1,2,67.8
21,Female,75.6,23.5,2629.0,0.32,2.7,50,3,2,87.8
52,Male,51.1,24.5,2434.0,0.37,3.3,40,1,1,71.4
34,Male,69.8,30.0,2211.0,0.32,2.2,4,5,1,58.6
51,Male,67.3,19.3,2031.0,0.38,3.8,84,4,2,100.0
41,Male,73.8,27.7,1963.0,0.16,3.7,70,4,3,91.6
49,Female,61.5,25.5,2237.0,0.25,1.8,24,6,3,78.6
18,Male,66.7,23.1,2753.0,0.4,1.6,0,0,2,81.2
25,Male,55.8,19.6,2202.0,0.3,3.9,8,3,2,97.8
62,Male,72.2,23.1,2561.0,0.36,3.9,65,4,1,97.9
40,Female,56.2,20.7,2283.0,0.11,2.6,66,6,2,95.5
64,Female,74.4,28.7,2369.0,0.36,1.6,3,0,2,42.0
57,Female,62.5,24.4,2057.0,0.31,3.0,20,0,2,69.7
29,Male,38.6,21.3,2141.0,0.15,2.2,60,1,2,93.8
29,Female,77.9,18.2,1951.0,0.11,3.8,25,3,2,82.4
63,Male,74.9,22.1,2291.0,0.18,3.5,43,2,2,95.5
64,Male,83.5,28.9,2127.0,0.37,3.1,36,5,3,86.3
32,Male,49.1,24.4,2308.0,0.3,2.2,77,6,2,96.0
58,Female,63.5,23.3,1904.0,0.38,3.3,9,0,3,70.3
36,Female,71.3,30.8,2337.0,0.23,2.2,89,2,2,71.6
43,Male,75.7,22.3,2251.0,0.38,1.6,73,1,2,87.1
46,Male,55.4,20.8,2241.0,0.24,2.8,81,0,2,85.8
39,Female,74.3,25.6,2317.0,0.16,2.7,80,5,2,90.5
57,Female,64.3,25.7,2129.0,0.15,3.4,73,3,2,83.0
38,Female,51.4,21.7,3342.0,0.4,3.7,74,2,3,83.5
55,Male,62.5,20.8,2341.0,0.2,2.4,46,3,2,87.9
37,Male,75.1,29.8,2232.0,0.15,2.6,87,2,1,71.7
46,Male,51.9,22.3,2423.0,0.1,2.7,82,6,2,100.0
21,Female,76.4,18.2,2044.0,0.19,2.3,79,1,1,79.6
24,Female,72.8,24.8,2034.0,0.37,3.4,22,0,1,65.5
45,Female,67.5,27.6,2440.0,0.26,2.8,75,0,3,75.3
45,Male,53.6,23.2,2467.0,0.29,3.8,53,1,1,80.0
21,Male,54.5,26.1,2558.0,0.38,3.1,58,5,1,92.8
39,Female,66.0,19.8,1772.0,0.25,2.0,18,5,1,70.2
29,Male,58.8,26.5,2162.0,0.35,1.9,24,4,2,86.3
62,Female,66.7,20.2,2299.0,0.2,2.4,66,2,2,82.7
20,Male,79.1,25.2,2416.0,0.39,2.4,12,5,2,88.4
39,Female,67.3,27.1,2358.0,0.12,2.5,20,5,1,63.8
61,Male,67.0,24.4,1945.0,0.32,2.0,21,2,2,76.6
19,Male,67.0,19.1,2354.0,0.3,3.9,46,4,2,100.0
41,Female,80.1,19.2,2296.0,0.16,1.9,62,1,1,63.7
51,Female,82.9,30.4,2296.0,0.22,3.1,28,3,2,68.4
44,Female,74.2,20.9,1871.0,0.19,1.5,48,3,2,83.6
58,Female,71.4,27.1,1920.0,0.13,2.5,24,1,2,55.3
18,Female,72.3,24.5,2744.0,0.28,2.3,22,3,3,83.6
25,Male,84.3,20.0,2496.0,0.4,2.5,75,1,2,96.5
40,Female,74.8,21.9,2181.0,0.27,2.7,48,2,3,86.3
55,Female,85.2,30.8,2186.0,0.26,3.0,22,6,1,70.6
23,Female,65.8,38.0,2867.0,0.11,3.0,4,2,1,30.2
39,Male,56.6,22.7,2214.0,0.14,3.1,28,6,2,95.7
42,Female,63.3,22.5,2165.0,0.25,3.6,4,4,1,82.0
35,Female,64.4,17.4,1962.0,0.4,3.7,38,6,2,89.4
34,Female,86.0,17.4,2130.0,0.36,3.3,34,5,1,84.8
29,Male,77.4,20.6,1695.0,0.2,1.7,80,1,2,77.7
23,Male,63.6,22.2,2356.0,0.26,3.9,29,5,3,100.0
43,Female,78.1,23.9,2578.0,0.27,3.9,55,3,1,84.4
44,Male,68.7,26.8,2581.0,0.31,3.3,1,1,2,65.9
25,Female,86.3,24.9,1989.0,0.31,2.8,14,0,2,74.4
36,Male,66.7,26.8,1512.0,0.34,2.1,50,4,2,84.9
59,Female,54.6,21.5,2302.0,0.11,3.4,22,0,1,57.7
18,Male,68.1,23.7,2596.0,0.38,3.7,25,4,2,98.1
46,Female,66.7,22.5,1719.0,0.12,3.2,10,4,1,63.0
62,Female,56.6,18.9,2088.0,0.24,3.1,23,4,2,82.1
52,Male,75.9,16.1,2307.0,0.38,2.0,8,6,3,89.6
57,Female,84.2,21.3,1948.0,0.25,2.4,77,0,2,80.8
31,Female,58.8,14.1,1682.0,0.12,3.3,87,4,3,90.8
52,Female,79.7,19.5,1977.0,0.17,1.5,70,1,3,75.7
62,Female,63.9,26.2,2029.0,0.27,3.1,9,1,1,61.9
37,Male,69.8,24.7,1634.0,0.13,3.4,71,0,2,80.2
30,Female,68.7,24.1,2521.0,0.23,2.3,77,6,3,100.0
55,Male,69.8,28.7,2666.0,0.2,1.7,70,6,2,82.3
63,Male,74.7,21.1,2209.0,0.34,3.5,81,2,3,97.3
25,Male,59.8,26.7,2419.0,0.13,1.9,56,2,2,74.1
60,Male,82.9,20.8,1756.0,0.3,2.4,89,0,2,78.4
37,Female,75.0,25.1,2158.0,0.22,3.3,14,6,1,76.7
50,Female,78.4,24.6,2026.0,0.28,3.5,32,4,2,90.1
43,Male,62.2,24.8,2323.0,0.16,3.7,10,4,2,89.6
56,Female,58.9,22.5,1391.0,0.28,2.8,18,4,2,76.2
38,Male,81.8,25.3,2109.0,0.3,2.7,41,0,2,80.1
59,Female,58.4,25.6,2389.0,0.12,3.6,81,4,2,91.0
60,Female,71.5,18.3,2271.0,0.35,2.9,85,1,2,90.6
58,Female,80.2,27.4,2435.0,0.36,2.9,57,4,1,69.8
26,Male,68.7,19.1,2020.0,0.12,2.6,17,0,3,84.6
41,Male,81.7,20.5,1353.0,0.28,2.4,17,4,2,77.0
54,Female,67.3,25.0,2530.0,0.28,2.7,21,1,1,61.6
58,Male,57.2,26.4,2428.0,0.1,2.4,88,5,2,96.1
34,Male,73.7,24.9,2671.0,0.2,2.4,51,0,3,80.1
41,Female,72.0,25.3,2222.0,0.39,4.0,43,2,1,74.2
38,Male,96.9,19.5,2325.0,0.27,2.3,30,0,1,66.8
56,Female,60.5,21.9,2899.0,0.38,2.1,8,3,2,73.5
58,Female,67.5,15.8,1645.0,0.3,2.4,49,2,2,64.9
56,Female,62.7,20.3,2333.0,0.11,3.0,60,2,2,79.6
30,Male,68.6,18.6,2565.0,0.12,3.8,18,0,2,76.3
28,Female,68.2,24.1,2264.0,0.32,3.5,51,3,3,98.2
63,Female,61.3,33.4,2220.0,0.27,3.6,54,2,1,57.0
36,Male,74.7,27.0,1755.0,0.14,3.6,24,5,3,94.8
28,Male,67.9,15.0,2640.0,0.28,3.8,78,4,1,90.9
30,Male,83.5,17.9,2521.0,0.34,2.1,68,3,1,72.8
63,Male,63.5,18.8,2585.0,0.33,2.6,74,3,1,85.2
62,Female,88.6,17.0,2194.0,0.17,2.5,12,5,3,83.5
18,Male,72.8,22.9,2104.0,0.18,2.5,33,5,2,100.0
57,Male,82.7,24.9,2198.0,0.39,3.1,71,0,2,84.5
61,Male,71.2,18.8,2710.0,0.37,2.5,24,0,2,63.5
36,Male,62.2,23.1,2122.0,0.2,3.0,74,0,2,88.0
29,Female,67.4,24.9,2645.0,0.35,2.5,63,3,2,85.3
25,Male,56.1,26.8,2156.0,0.15,2.3,81,1,3,95.0
25,Female,68.9,24.6,1943.0,0.16,2.4,9,0,1,61.4
62,Male,71.7,25.3,1577.0,0.15,3.5,16,1,2,74.4
29,Female,70.5,23.9,2372.0,0.13,3.0,4,2,2,78.1
50,Female,83.3,19.9,2430.0,0.36,3.9,86,4,2,100.0
62,Male,68.5,20.8,1855.0,0.27,3.6,66,5,3,100.0
43,Female,51.1,18.7,2643.0,0.18,2.7,9,4,1,72.0
56,Male,105.4,30.0,1786.0,0.35,2.1,26,1,3,68.5
45,Female,63.1,18.1,2413.0,0.34,3.2,55,5,3,90.9
22,Female,79.7,27.8,2427.0,0.13,3.3,6,3,3,76.3
25,Female,55.0,18.2,2522.0,0.29,2.7,28,6,1,81.5
42,Male,72.5,27.1,1609.0,0.32,2.1,48,4,3,72.7
44,Female,62.1,27.9,2520.0,0.31,2.9,38,1,3,64.4
63,Male,41.8,28.6,2157.0,0.32,2.1,69,0,2,61.4
40,Female,67.2,19.8,2098.0,0.15,3.8,8,1,1,70.5
47,Female,69.5,24.7,2448.0,0.19,3.1,71,2,2,79.9
62,Female,67.8,21.6,2488.0,0.35,2.2,60,5,3,91.7
64,Female,72.4,20.5,1603.0,0.37,2.0,77,1,2,82.5
40,Female,67.3,24.2,1813.0,0.18,3.3,53,0,2,63.3
64,Female,70.7,27.3,2560.0,0.11,3.3,8,6,1,73.3
37,Male,71.7,21.6,2342.0,0.36,3.0,59,1,1,84.0
35,Male,69.6,25.3,2255.0,0.21,3.0,51,0,2,81.9
35,Male,68.3,20.4,1904.0,0.2,3.0,74,5,2,94.9
19,Female,61.1,19.8,2332.0,0.2,2.4,10,0,1,70.4
21,Male,75.9,22.7,2566.0,0.22,3.8,34,2,3,100.0
47,Female,67.2,22.9,2895.0,0.21,2.7,74,2,2,76.3
50,Male,66.4,26.7,2094.0,0.27,1.6,35,4,3,79.6
53,Male,75.1,19.0,2463.0,0.12,2.4,54,6,2,91.6
35,Female,72.1,32.6,2756.0,0.39,1.8,2,0,1,31.5
54,Female,63.0,16.8,1765.0,0.38,2.4,82,0,3,68.4
36,Male,82.5,24.9,2740.0,0.38,3.0,71,6,2,100.0
64,Male,58.1,22.9,2260.0,0.36,1.6,52,6,1,96.5
45,Male,59.7,21.4,2222.0,0.3,3.7,27,0,2,75.1
57,Male,76.7,23.3,2037.0,0.17,3.0,52,4,2,92.0
37,Female,87.5,26.7,2091.0,0.11,2.2,53,3,3,76.8
50,Male,64.2,27.3,1976.0,0.13,2.3,52,2,1,70.4
29,Female,74.1,23.1,1914.0,0.2,2.7,64,2,2,85.2
32,Female,58.1,25.3,2335.0,0.25,2.1,52,0,2,66.5
58,Male,60.7,18.7,2534.0,0.4,1.5,39,4,1,67.3
56,Female,81.3,23.3,1886.0,0.23,1.6,40,0,1,58.3
19,Male,73.7,25.6,1991.0,0.26,2.4,37,2,2,83.4
46,Female,81.6,14.9,2277.0,0.31,1.8,74,5,2,77.7
58,Female,80.9,24.3,1866.0,0.15,1.6,28,4,2,69.1
27,Male,49.1,23.3,2273.0,0.38,3.6,30,1,2,87.3
19,Female,58.0,29.1,2119.0,0.26,2.2,60,2,2,78.3
28,Female,72.7,24.7,1709.0,0.18,2.8,73,1,1,76.6
30,Male,53.0,25.9,2341.0,0.38,1.9,39,3,2,77.2
27,Female,59.5,22.9,2032.0,0.29,1.6,1,1,1,67.8
31,Female,84.3,26.5,2508.0,0.25,3.4,47,4,3,88.7
35,Male,64.6,26.2,2141.0,0.27,1.8,0,1,1,66.0
26,Male,77.1,18.8,1987.0,0.32,1.6,58,3,1,81.9
56,Female,69.7,25.2,2190.0,0.15,3.0,31,2,2,80.9
45,Female,63.2,28.7,2573.0,0.36,1.5,87,3,3,84.3
20,Female,53.4,27.9,2753.0,0.39,2.6,1,4,1,68.6
37,Male,72.3,24.1,2378.0,0.27,2.2,58,5,2,92.7
23,Female,84.5,25.3,2023.0,0.3,2.3,2,5,3,74.0
44,Female,63.5,27.7,2210.0,0.36,1.5,72,1,2,67.6
19,Female,70.7,19.4,2170.0,0.21,3.9,48,1,2,94.7
46,Female,54.8,25.9,2155.0,0.4,2.8,87,4,3,96.1
55,Female,63.3,16.1,2124.0,0.3,2.9,75,0,2,75.9
20,Female,73.4,27.4,1910.0,0.23,3.2,33,4,1,80.9
33,Male,77.4,22.5,2493.0,0.3,3.5,61,6,1,100.0
47,Male,75.6,23.7,2458.0,0.26,3.0,33,6,2,94.9
57,Female,49.7,21.8,2207.0,0.13,3.4,22,4,1,76.1
19,Female,65.4,23.8,2578.0,0.34,2.6,18,3,2,77.4
34,Male,60.3,25.0,2377.0,0.27,2.4,51,3,2,95.1
58,Male,66.9,27.0,1865.0,0.34,3.6,59,4,2,84.3
29,Male,68.9,29.2,2094.0,0.15,3.7,27,2,1,71.6
52,Female,80.7,24.2,2644.0,0.26,1.8,89,1,2,77.9
60,Female,73.0,17.4,2092.0,0.33,2.9,48,4,3,88.1
18,Female,84.2,29.2,1992.0,0.4,3.2,44,0,1,73.2
62,Female,63.0,18.1,2417.0,0.37,1.7,75,1,2,81.3
32,Male,55.8,22.3,2116.0,0.36,3.8,59,6,2,100.0
43,Male,84.6,22.0,2368.0,0.17,2.8,74,2,1,88.8
54,Male,74.3,24.0,2189.0,0.35,3.1,55,4,2,99.2
38,Male,62.6,18.9,1961.0,0.15,1.9,3,5,2,71.3
48,Female,74.4,18.8,1992.0,0.16,2.2,17,2,3,65.2
42,Female,78.4,23.9,1694.0,0.13,1.8,28,5,2,81.4
40,Male,71.2,20.8,1868.0,0.36,2.2,38,1,2,80.3
41,Male,62.7,29.4,2389.0,0.13,2.7,54,0,1,55.9
55,Male,65.6,21.8,2562.0,0.14,3.6,57,1,2,96.6
45,Male,72.9,19.9,2017.0,0.17,2.8,46,5,1,78.1
38,Male,72.0,30.7,1788.0,0.27,2.1,30,5,1,62.0
60,Female,82.1,25.9,2541.0,0.36,1.6,27,1,2,58.0
35,Female,67.2,34.9,2550.0,0.23,3.1,26,5,2,66.4
53,Male,60.4,16.3,2417.0,0.26,2.6,29,4,2,75.5
52,Male,95.8,24.8,1765.0,0.15,4.0,48,6,2,95.1
62,Male,71.7,25.9,2355.0,0.18,3.4,41,6,1,81.3
26,Female,78.3,24.1,2365.0,0.14,3.5,74,1,2,86.4
55,Female,75.2,22.6,2470.0,0.22,1.5,77,4,2,82.0
47,Female,71.9,29.0,2245.0,0.28,3.4,67,4,3,78.6
61,Male,67.7,25.9,1975.0,0.19,2.0,0,5,2,72.2
51,Female,42.0,17.2,2079.0,0.35,3.0,43,5,2,82.3
49,Male,59.4,20.5,2553.0,0.39,2.6,36,6,1,96.7
20,Female,73.3,19.3,2314.0,0.14,2.9,32,6,1,93.5
20,Female,42.8,23.5,1808.0,0.11,1.8,20,2,1,74.6
45,Female,70.7,27.8,2712.0,0.34,2.6,87,5,2,73.9
61,Male,76.6,22.5,2547.0,0.16,1.6,39,6,1,77.4
32,Male,78.3,23.0,2699.0,0.21,1.6,60,0,3,77.6
58,Female,76.0,20.1,2540.0,0.22,3.1,12,4,3,80.0
40,Male,79.6,27.0,1921.0,0.37,3.9,37,3,2,87.1
57,Male,86.1,28.9,2299.0,0.3,3.4,28,5,1,77.4
28,Male,81.0,23.9,2381.0,0.11,2.7,52,5,1,86.4
49,Male,72.0,30.3,1797.0,0.1,1.6,63,2,2,77.2
53,Male,68.7,21.8,1848.0,0.16,1.6,35,4,2,82.2
50,Male,71.1,18.4,2423.0,0.2,1.9,4,6,1,62.8
41,Male,67.2,27.2,2447.0,0.25,3.9,19,4,1,81.1
56,Female,81.2,23.6,2910.0,0.35,2.5,10,2,1,72.2
51,Male,75.7,21.7,2122.0,0.19,3.6,71,1,1,91.3
45,Male,66.2,24.3,1695.0,0.21,3.3,27,4,2,78.3
54,Female,83.2,17.7,2155.0,0.2,3.0,48,0,1,64.3
24,Female,67.1,17.0,2453.0,0.1,3.9,40,4,1,88.0
21,Female,60.5,24.4,2091.0,0.39,2.1,17,2,2,74.6
54,Female,69.9,25.7,2231.0,0.14,2.6,29,3,2,70.1
18,Male,61.8,29.6,2007.0,0.19,3.7,13,2,3,80.3
18,Female,79.4,27.5,2558.0,0.14,2.9,55,2,1,76.7
64,Female,61.5,26.5,2423.0,0.25,2.1,72,0,2,70.7
37,Male,68.8,29.1,1954.0,0.38,2.0,73,1,3,86.7
36,Male,79.4,26.0,2043.0,0.13,3.4,88,6,2,100.0
46,Male,62.9,22.6,1996.0,0.23,1.5,51,0,2,81.2
27,Female,74.1,27.6,1642.0,0.11,3.8,65,6,2,98.0
35,Male,60.3,27.5,1971.0,0.33,1.5,66,0,2,64.5
45,Female,72.4,24.0,1668.0,0.29,3.1,28,4,3,78.7
52,Male,75.7,19.2,2480.0,0.31,3.0,26,3,2,77.4
60,Male,69.6,16.9,2504.0,0.24,2.9,67,2,2,81.3
64,Female,70.3,27.4,2110.0,0.37,2.7,34,0,2,60.8
48,Male,74.4,25.9,2261.0,0.22,3.6,82,6,2,100.0
44,Male,67.2,26.5,2521.0,0.25,3.1,9,0,2,70.4
28,Male,78.9,27.5,2435.0,0.31,3.5,25,5,1,89.1
55,Male,83.7,20.4,2801.0,0.26,1.8,70,1,2,74.5
22,Male,60.7,16.5,2278.0,0.16,1.6,75,1,2,85.4
25,Female,87.7,26.1,2636.0,0.2,1.6,60,5,1,78.4
51,Female,67.0,28.8,2229.0,0.13,1.9,68,3,3,75.3
29,Male,89.9,25.4,2164.0,0.23,3.2,55,2,3,99.3
55,Female,67.1,18.1,2404.0,0.28,2.7,76,0,1,59.2
18,Female,77.1,25.0,2366.0,0.14,3.4,63,4,2,91.3
48,Female,77.0,19.5,2018.0,0.29,2.0,40,5,1,73.9
21,Male,66.1,17.8,1953.0,0.37,2.4,3,1,1,71.8
62,Male,70.7,24.0,2222.0,0.2,3.7,65,0,2,90.1
22,Male,84.4,24.6,1633.0,0.17,3.8,36,4,2,92.1
47,Female,66.8,23.6,2108.0,0.37,3.8,33,0,2,72.2
41,Female,65.8,25.8,1905.0,0.31,3.5,49,3,2,69.1
20,Male,58.5,20.8,2027.0,0.13,3.2,69,5,2,100.0
28,Male,85.7,24.3,1966.0,0.22,3.8,89,3,2,98.4
62,Female,65.2,22.1,2430.0,0.3,3.3,74,4,2,96.3
21,Female,82.0,23.0,2334.0,0.27,3.9,41,1,2,85.8
43,Male,64.0,25.1,2216.0,0.29,1.6,0,5,2,80.2
44,Female,81.7,28.2,2085.0,0.27,3.8,33,3,3,81.3
63,Female,78.1,25.2,2510.0,0.34,2.9,84,1,2,70.7
60,Female,67.7,26.5,2470.0,0.2,1.8,9,4,2,67.5
44,Female,62.7,24.0,2167.0,0.31,2.0,4,5,3,82.2
59,Female,63.5,26.0,2606.0,0.4,3.6,89,6,2,100.0
